rr,phi,alpha,seed,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.064,5.0,2.0,3,extinction,768,0,81,0.0009000000000000001,0.014896874096290038,19457.7606179705,0.13995735563980155,19457.90057532614
0.064,5.0,2.0,4,extinction,801,0,80,0.0009000000000000001,0.014503487186270281,19957.592466117214,0.10061866463782598,19957.69308478185
0.064,5.0,0.5,1,extinction,1730,0,124,0.0009000000000000001,0.01349739345424616,31779.805029262796,9.291435413950986e-06,31779.80503855423
0.064,5.0,1.0,0,extinction,1457,0,104,0.0009000000000000001,0.01349872518518657,22622.133409867605,0.00014246452945487488,22622.133552332136
0.064,5.0,1.0,2,extinction,1582,0,90,0.0009000000000000001,0.013497708707602734,21702.181392978808,4.08167710712515e-05,21702.18143379558
0.064,5.0,1.0,1,extinction,1730,0,124,0.0009000000000000001,0.01349739345424616,31779.805029262796,9.291435413950986e-06,31779.80503855423
0.064,5.0,2.0,0,extinction,1457,0,104,0.0009000000000000001,0.01349872518518657,22622.133409867605,0.00014246452945487488,22622.133552332136
0.064,10.0,0.5,3,extinction,768,0,121,0.001560738477974181,0.04822104471500532,43402.74896611151,0.13998255130793189,43402.88894866282
0.064,10.0,0.5,4,extinction,801,0,123,0.001421967380631769,0.04365988260846455,44255.311139210506,0.10062605060380096,44255.41176526111
0.064,5.0,2.0,1,extinction,1730,0,124,0.0009000000000000001,0.01349739345424616,31779.805029262796,9.291435413950986e-06,31779.80503855423
0.064,5.0,2.0,2,extinction,1582,0,90,0.0009000000000000001,0.013497708707602734,21702.181392978808,4.08167710712515e-05,21702.18143379558
0.064,10.0,0.5,0,extinction,1457,0,157,0.0009000000000000001,0.02699602572507859,52924.33284739673,0.00014246452945487488,52924.33298986126
0.064,10.0,1.0,3,extinction,768,0,121,0.0002702840584039454,0.009508185320895016,43402.72960968182,0.13998255130793189,43402.869592233124
0.064,10.0,1.0,4,extinction,801,0,123,0.001421967380631769,0.04365988260846455,44255.311139210506,0.10062605060380096,44255.41176526111
